text,attributeScores.INSULT.summaryScore.value
leilagermano monark a época da quaranta já passou você deixa o povo em casa melhora a situação do covid e nesse meio tempo pessoas na miséria passando fome sem ter como sustentar alimentar seus filhos pessoas vão morrer e aqueles que levaram covid para casa vai matar também os próprios familiares,0.71376973
beeatrizkkkk valloisfranck tatinefertari jairbolsonaro  assistiu viu o jornalista correspondente no brasil isso foi gravado ao vivo tola e eu acredito perdi um amigo diabético por insuficiência renal fez  exames pra covid que deram negativo mas declaram covid no atestado de óbito,0.71376973
jairbolsonaro minfraestrutura tarcisiogdf bolsonaro não são só números são pessoas e você não tem humanidade no teu coraçãonn,0.71376973
jairbolsonaro onde estão as vacinas seu salafrário,0.71376973
pois eu faria questão de dar a vacina na testa dessa senhora,0.71376973
camposmello folha presidente do mimimi cadê a correção do imposto de renda cadê o combustível barato cadê as vacinas,0.71376973
rconstantino e o outro afirmando que faltou uma liderança nacional no combate ao covid quando eles próprios anularam qualquer liderança os caras são absurdamente sem noção,0.71376973
martinsrdp cara isso é pra vermeeeeee clr que a pessoa vai sentir melhor afinal ta botando verme p fora mas nao ajuda com o covid em sí,0.71376973
veja agora  apareceu um presidente macho e mostra que tem sanidade mental inabalável boa biden máscaras álcool em gel e vacinas,0.71376973
siqueiraandre bolsonaro tenta impedir governadores e prefeitos de comprar vacinas mesmo com a explosão de casos esse genocida tem que ser detido jdoriajr brunocovas fhc  psdboficial nn,0.71376973
midianinja danielpxeira volta à escola só com vacina,0.71376973
cirogomes o bolsonaro lutou para adoção do tratamento precoce disponibilizou  bilhões para vacinas e tenta agilizar o medicamento de israel que salva vidas é chamado de genocida e criticado  por jornalistas militantes mas os que roubam o dinheiro destinado aos leitos são ignorados,0.71376973
jrwillianss o que tem a ver o governo com lockdown fome e etc o assunto é covid  fome lockdown e vc n quer falar de governo pqp,0.71376973
testei negativo para covid e testei positivo pra feio,0.71376973
skygrangr não mas tive o azar de pegar covid q cu,0.71376973
haterdomuca   pedrocertezas quem tá falando em tirar profissionais de saúdennnossa rede é pronta a gente tem capacidade só faltou comprar vacina e seringa,0.71376973
folha ele falou certinho ninguém mais morre de outras doenças qd se fala em hospitais lotados parece que tá lotado só de coronavirusa verdade tem que vir a tona e eu acredito que essa vdd se chame bolsonaro que luta com todas as forças para desmascarar vcs bandidos,0.71376973
testei negativo para covid e testei positivo pra feio,0.71376973
hahahah a vacina primeiro pelamordedeus,0.71376973
biaduartez nossa juro sempre odiei tomar vacina credo mas queria tanto minha foto dessa kkkkkkkkkkkkkkk,0.71376973
essas frases de desprezo pelas vítimas do covid são para alimentar seus seguidores pois são essas mesma que os eleitores do genocida vivem postando nas redes sociais,0.71376973
hoje foi um dos piores dias da minha vida e agora to com covid puts que dia hein mano,0.71376973
ninguém mais tá com medo de como será o nosso futuro nosso dinheiro não vale nada tudo caro falta emprego taxa aqui e ali sem perspectiva de nada pq tu pode morrer de covid,0.71376973
estadao gabeiracombr sabe pq não conseguimos comprar vacinas pq quando os contratos de reservas de milhões de doses foram oferecidos ao brasil bolsonaro ignorou todos foi além colocou em dúvida a eficácia das vacinas agora estamos sem vacina e no rabo da fila isso vai custar milhares de vidas,0.71376973
sesokinho gonorreia  covid  nada,0.71376973
ligar a tv ficou chato mano só se fala em covid política desgraça e mais desgraça deus me livre,0.71376973
to com covid desgraçaaaaaaaaa,0.71376973
covid n sabe brincar já chateia,0.71376973
domingo eu programei minha semana bonitinha e cheguei na sexta feira falhando miseravelmente em toda a minha programação e ainda perdi minha prova covid eu te odeio,0.71376973
joaobonczynski lhmandetta agora não é mesmo tratamento precoce difere do tratamento “profilático” esse mesmo que o seu amado presidente faz piadinha afastamento máscara e vacina,0.71376973
rattobmo andrizek também não acredito acredito em competência e em incompetênciano fato é o seguinte você precisa de vacina de hospital e de auxílio quem deveria tá correndo atrás disso pra você infelizmente não está né revoltante,0.71376973
mblivre pq vcs não recolhem dinheiro se seus afortunados membros e vão lá comprar vacinas já que acham tão fácil vcs só querem lacrar são os mais fo mesmo ds sempre,0.71376973
fernandoholiday pior aínda em são paulo planos mal conduzidos  pelo governador  pelo prefeito  rodízios na pandemia fechamentos do estado  briguinha desconstrutivas politicagem com vacina corte de leitos de uti respiradores caríssimos  aqui a coisa está realmente feia,0.71376973
bolsonarosp de novonou pra que este presidente dar murro em ponto de façanera melhor comprar a vacina,0.71376973
não merece vacina um velho desse vcs sabem o que merece,0.71376973
•  •nn bolsonaro diz chega de frescura de mimimi vão ficar chorando até quando sobre a pandemiann bolsonaro diz que não tem vacina pra vender e recebe críticas por não ter comprado,0.71376973
a mãe fica o dia inteiro vendo vídeo de morte de covid fica escutando áudio de gente pedindo ajuda aí eu falo pra ela parar pq ela sabe que tem a cabeça fraca e mesmo assim fica nessa aí da crise de ansiedade e fica passando mal,0.71376973
gzuiiiss   bbb o cara falou que é mimimi as restrições contra a covid como que gosta de um cara desses  fora que ele debocha da morte de mais de  pessoas,0.71376973
eu to em choque o presidente literalmente esta sendo um genocida com o país que ele tanto disse que iria cuidar e tem gente gadeando e concordando  ele está literalmente impedindo  mil pessoas internadas por covid  de terem suas vidas salvas sinceramente,0.71376973
apagueno jornaldaglobo vai lá e toma então bocó n,0.71376973
não pode pegar na minha mão por causa do coronavírus mas na bunda pode,0.71376973
alexandreelf eu sei e se eu fosse positivo diria com honrané um vírusnos motivos que fizeram atacar entre is gays são muito bem explicados na literatura médicanmas é um vírusntodos  podem pegar igual covidntodos sabemos que o irmão do henfil o henfil e o ° pegaram no sangue,0.71376973
rodrigobocardi que comentário infeliz diante do alto número de pessoas mortaspor causa do covidvocê preferiu salientar pessoas as inúmeras pessoas incomodadas com máscaras nimpressionante sua friezanvoltalogo renataloprete,0.71376973
no dia em que bolsonaro fala em mimimi brasil tem novo recorde na média de óbitos pela covid bolsonarocoveirodobrasil bolsonarogenocida,0.71376973
maiconcooelho safariisabelly o cara mais imunizado da história se pá até do covid,0.71376973
já deixava sem vacina menos uma escrota no mundo,0.71376973
° mais em  ainda tem pessoas aplaudindo você é mostrar o grande país nosso ficar pequeno aqui e no mundo humildade meus sentimentos à todas os brasileiros que pederam suas mães pela covid,0.71376973
não vou passar o fim de semana com meu bebê por causa dos novos casos do covid gente pelo amor de deus esse micróbio é a própria desgraça principalmente pra quem tem depressão que ódionnmorra covid morra depressão,0.71376973
aloysionunes presidente do mimimi cadê a correção do imposto de renda cadê o combustível barato cadê as vacinas,0.71376973
bolsonaro fala em ‘vírus do pavor’ e diz que parece que só morre gente de covid no brasil,0.71376973
as aulas são pra voltar na próxima semana já mas nem fodendo q eu vou por meu pé pra fora de casanfé q vai ter como ver online pq n me sinto nenhum pouco segura n sei oq q eu vou precisar fazer mas uma aluna até já pegou covid e geral podia tá doente agr não vo,0.71376973
padilhando com certeza não estaríamos vivendo esse inferno sem vacinas com certeza teríamos um ministro da saúde de verdade,0.71376973
não adianta vir lamentar no tt de tantas vidas perdidas pelo covid  e se aglomerar todo find hipocrisia née,0.71376973
cidadão sua maldade é mais nociva do que a própria  a câmara sobre seu comando foi um desastre para o país os brasileiros estão pagando com o sacrifício de seus empregos com suas vidas nos vamos sair dessa e você se deus quiser não será reeleito,0.71376973
me inclua fora dessa querido neu não votei nesse genocida eu uso máscara acredito na ciência e quero vacina,0.71376973
beeatrizkkkk valloisfranck tatinefertari jairbolsonaro o brasil é o  em nº de vacinados e o  que mais vacina por dia basta sair da bolha da hipocrisia e analisar por si só os números nna tabela falta a china,0.71376973
higucmd cobretmarion curimim alinemidlej amiguinho fica em casa toma vacina morre faz o que você quiser só não enche o meu saco,0.71376973
itsnaluixa meu ensino médio  covid ce me paga,0.71376973
chega de frescura de mimimi vão ficar chorando até quando diz bolsonaro ao criticar medidas de restrição em meio a recorde de mortes por   goiás,0.71376973
congressoemfoco bolsonaro não são só números são pessoas e você não tem humanidade no teu coraçãonn,0.71376973
menina morta por síndrome pós  não teve sintomas alerta pai,0.71376973
rodolffo indica carla e joãoncarla puxa caionjoão puxa projotancasa vota em arthurnnjoão vai pro paredão falsonarhur e projota voltam se achandonnjoão volta do paredão com a vacina e o com o impeachment pra casa e obriga projota a comer strogonoff,0.71376973
eai covid tá chatao ja,0.71376973
jean ta na fufudenunciou os segredos do pt e é odiado pelo governo bolsonaro morra né jeannrapaznjeancartano veloso tomando vacina contra o coronavirus é piadansim esse aí é  flip flop excelente artista masacordado foram os britanicos no caso dele,0.71376973
o bolsonaro é uma grande fonte de absurdosntemos que salvar a economia  regressãonsó no brasil morre gente  top  casos e mortes por covidnas pessoas precisam trabalhar  desemprego em altannão tem corrupção  os próprios filhos sendo investigadosne o problema era o pt né,0.71376973
uolnoticias presidente do mimimi cadê a correção do imposto de renda cadê o combustível barato cadê as vacinas,0.71376973
eae covid tá chatao já em,0.71376973
chega de frescura de mimimi vão ficar chorando até quando diz bolsonaro sobre pandemia   todos por isso resignase ernest acoelhado,0.71376973
fica sem vacina então arrombada,0.71376973
se tu n se vacina tu é vacilão demais,0.71376973
essa cuca do cidade invisível é antes da vacina,0.71376973
como hospitaiscombinados com prefeitos e governadores isso tudo graças a decisão do stf manipulam os números da covidenterrada porcovid mesmo com a família afirmando que foi avcenfarto e outros maisé no que deureceber propina para cada caso declarado de covidcriminosos,0.71376973
bolsonarosp bolsonaro não são só números são pessoas e você não tem humanidade no teu coraçãonn,0.71376973
estadao vcs n entenderam é por que tem o covid o virus real matando pessoas e tem o pavor um sentimento ruim e aí o presidente conseguiu fazer essa metáfora que faz a gente pensar e refletir infelizmente a esquerda vai falar que o capitão acredita que o pavor é um virus de verdade,0.71376973
